COMMAND,PWD,TTY,USER,"_raw","_time","active_time",datalength,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",dropped,eventtype,host,if,index,linecount,pfsense,punct,received,sent,source,sourcetype,"splunk_server","splunk_server_group",tag,"tag::eventtype",timeendpos,timestartpos,uid,v
,,,,"Nov 12 07:35:39 10.0.0.1 Nov 12 12:58:43 kea-dhcp4[52561]: WARN  [kea-dhcp4.dhcp4.0x7cfde212000] DHCP4_MULTI_THREADING_INFO enabled: yes, number of threads: 1, queue size: 64","2025-11-12T07:35:39.000-0600",,,7,12,35,november,39,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:___[-..]__:_,___:_,__:_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:39 10.0.0.1 Nov 12 12:58:43 kea-dhcp4[52561]: WARN  [kea-dhcp4.dhcp4.0x7cfde212000] DHCP4_RESERVATIONS_LOOKUP_FIRST_ENABLED Multi-threading is enabled and host reservations lookup is always performed first.","2025-11-12T07:35:39.000-0600",,,7,12,35,november,39,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:___[-..]__-__________.",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:39 10.0.0.1 Nov 12 12:58:43 kea-dhcp4[52561]: WARN  [kea-dhcp4.dhcp4.0x7cfde212000] DHCP4_RESERVATIONS_LOOKUP_FIRST_ENABLED Multi-threading is enabled and host reservations lookup is always performed first.","2025-11-12T07:35:39.000-0600",,,7,12,35,november,39,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:___[-..]__-__________.",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:39 10.0.0.1 Nov 12 12:58:43 kea-dhcp4[52561]: WARN  [kea-dhcp4.dhcpsrv.0x7cfde212000] DHCPSRV_MT_DISABLED_QUEUE_CONTROL disabling dhcp queue control when multi-threading is enabled.","2025-11-12T07:35:39.000-0600",,,7,12,35,november,39,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:___[-..]_______-__.",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:39 10.0.0.1 Nov 12 12:58:43 kea-dhcp4[52561]: WARN  [kea-dhcp4.dhcpsrv.0x7cfde212000] DHCPSRV_MT_DISABLED_QUEUE_CONTROL disabling dhcp queue control when multi-threading is enabled.","2025-11-12T07:35:39.000-0600",,,7,12,35,november,39,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:___[-..]_______-__.",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:38 10.0.0.1 Nov 12 12:58:43 unbound[49174]: [49174:0] info: start of service (unbound 1.23.0).","2025-11-12T07:35:38.000-0600",,,7,12,35,november,38,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____(_..).",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:38 10.0.0.1 Nov 12 12:58:43 unbound[49174]: [49174:0] info: start of service (unbound 1.23.0).","2025-11-12T07:35:38.000-0600",,,7,12,35,november,38,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____(_..).",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:38 10.0.0.1 Nov 12 12:58:43 unbound[49174]: [49174:0] notice: init module 0: iterator","2025-11-12T07:35:38.000-0600",,,7,12,35,november,38,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:___:_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:38 10.0.0.1 Nov 12 12:58:43 unbound[49174]: [49174:0] notice: init module 0: iterator","2025-11-12T07:35:38.000-0600",,,7,12,35,november,38,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:___:_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:38 10.0.0.1 Nov 12 12:58:42 unbound[21030]: [21030:0] info: server stats for thread 0: requestlist max 0 avg 0 exceeded 0 jostled 0","2025-11-12T07:35:38.000-0600",,,7,12,35,november,38,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_____:_________",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:38 10.0.0.1 Nov 12 12:58:42 unbound[21030]: [21030:0] info: server stats for thread 0: requestlist max 0 avg 0 exceeded 0 jostled 0","2025-11-12T07:35:38.000-0600",,,7,12,35,november,38,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_____:_________",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:38 10.0.0.1 Nov 12 12:58:42 unbound[21030]: [21030:0] info: server stats for thread 0: 0 queries, 0 answers from cache, 0 recursions, 0 prefetch, 0 rejected by ip ratelimiting","2025-11-12T07:35:38.000-0600",,,7,12,35,november,38,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_____:__,____,__,__,_____",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:38 10.0.0.1 Nov 12 12:58:42 unbound[21030]: [21030:0] info: server stats for thread 0: 0 queries, 0 answers from cache, 0 recursions, 0 prefetch, 0 rejected by ip ratelimiting","2025-11-12T07:35:38.000-0600",,,7,12,35,november,38,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_____:__,____,__,__,_____",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:38 10.0.0.1 Nov 12 12:58:42 unbound[21030]: [21030:0] info: service stopped (unbound 1.23.0).","2025-11-12T07:35:38.000-0600",,,7,12,35,november,38,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:___(_..).",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:38 10.0.0.1 Nov 12 12:58:42 unbound[21030]: [21030:0] info: service stopped (unbound 1.23.0).","2025-11-12T07:35:38.000-0600",,,7,12,35,november,38,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:___(_..).",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:38 10.0.0.1 Nov 12 12:58:42 php-fpm[436]: /rc.newwanip: IP Address has changed, killing states on former IP Address 0.0.0.0.","2025-11-12T07:35:38.000-0600",,,7,12,35,november,38,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:_/.:____,_______....",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:38 10.0.0.1 Nov 12 12:58:42 php-fpm[436]: /rc.newwanip: IP Address has changed, killing states on former IP Address 0.0.0.0.","2025-11-12T07:35:38.000-0600",,,7,12,35,november,38,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:_/.:____,_______....",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:38 10.0.0.1 Nov 12 12:58:42 php-fpm[436]: /rc.newwanip: Gateway, none 'available' for inet6, use the first one configured. 'WAN_DHCP6'","2025-11-12T07:35:38.000-0600",,,7,12,35,november,38,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:_/.:_,__''__,_____._''",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:38 10.0.0.1 Nov 12 12:58:42 php-fpm[436]: /rc.newwanip: Gateway, none 'available' for inet6, use the first one configured. 'WAN_DHCP6'","2025-11-12T07:35:38.000-0600",,,7,12,35,november,38,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:_/.:_,__''__,_____._''",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:38 10.0.0.1 Nov 12 12:58:42 php-fpm[436]: /rc.newwanip: Gateway, NONE AVAILABLE","2025-11-12T07:35:38.000-0600",,,7,12,35,november,38,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:_/.:_,__",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:38 10.0.0.1 Nov 12 12:58:42 php-fpm[436]: /rc.newwanip: Gateway, NONE AVAILABLE","2025-11-12T07:35:38.000-0600",,,7,12,35,november,38,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:_/.:_,__",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:42 dpinger[34550]: send_interval 500ms  loss_interval 2000ms  time_period 60000ms  report_interval 0ms  data_len 1  alert_interval 1000ms  latency_alarm 500ms  loss_alarm 20%  alarm_hold 10000ms  dest_addr 192.168.31.1  bind_addr 192.168.31.143  identifier ""WAN_DHCP ""","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_______________________%______...",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:42 dpinger[34550]: send_interval 500ms  loss_interval 2000ms  time_period 60000ms  report_interval 0ms  data_len 1  alert_interval 1000ms  latency_alarm 500ms  loss_alarm 20%  alarm_hold 10000ms  dest_addr 192.168.31.1  bind_addr 192.168.31.143  identifier ""WAN_DHCP ""","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_______________________%______...",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] info: start of service (unbound 1.23.0).","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____(_..).",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] info: start of service (unbound 1.23.0).","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____(_..).",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] notice: init module 0: iterator","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:___:_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] notice: init module 0: iterator","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:___:_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] notice: Restart of unbound 1.23.0.","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____...",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] notice: Restart of unbound 1.23.0.","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____...",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] info: server stats for thread 0: requestlist max 0 avg 0 exceeded 0 jostled 0","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_____:_________",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] info: server stats for thread 0: requestlist max 0 avg 0 exceeded 0 jostled 0","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_____:_________",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] info: server stats for thread 0: 0 queries, 0 answers from cache, 0 recursions, 0 prefetch, 0 rejected by ip ratelimiting","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_____:__,____,__,__,_____",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] info: server stats for thread 0: 0 queries, 0 answers from cache, 0 recursions, 0 prefetch, 0 rejected by ip ratelimiting","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_____:__,____,__,__,_____",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] info: service stopped (unbound 1.23.0).","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:___(_..).",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] info: service stopped (unbound 1.23.0).","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:___(_..).",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 php-fpm[436]: /rc.newwanip: rc.newwanip: on (IP address: 192.168.31.143) (interface: WAN[wan]) (real interface: em0).","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:_/.:_.:__(_:_...)_(:_[])_(_:_).",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 php-fpm[436]: /rc.newwanip: rc.newwanip: on (IP address: 192.168.31.143) (interface: WAN[wan]) (real interface: em0).","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:_/.:_.:__(_:_...)_(:_[])_(_:_).",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 php-fpm[436]: /rc.newwanip: rc.newwanip: Info: starting on em0.","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:_/.:_.:_:___.",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 php-fpm[436]: /rc.newwanip: rc.newwanip: Info: starting on em0.","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:_/.:_.:_:___.",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] info: start of service (unbound 1.23.0).","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____(_..).",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] info: start of service (unbound 1.23.0).","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____(_..).",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] notice: init module 0: iterator","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:___:_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] notice: init module 0: iterator","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:___:_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] notice: Restart of unbound 1.23.0.","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____...",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] notice: Restart of unbound 1.23.0.","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:____...",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] info: server stats for thread 0: requestlist max 0 avg 0 exceeded 0 jostled 0","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_____:_________",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] info: server stats for thread 0: requestlist max 0 avg 0 exceeded 0 jostled 0","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_____:_________",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 kea2unbound[26123]: Unbound reloaded: /var/unbound/unbound.conf","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:__:_///.",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 kea2unbound[26123]: Unbound reloaded: /var/unbound/unbound.conf","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:__:_///.",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] info: server stats for thread 0: 0 queries, 0 answers from cache, 0 recursions, 0 prefetch, 0 rejected by ip ratelimiting","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_____:__,____,__,__,_____",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] info: server stats for thread 0: 0 queries, 0 answers from cache, 0 recursions, 0 prefetch, 0 rejected by ip ratelimiting","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:_____:__,____,__,__,_____",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] info: service stopped (unbound 1.23.0).","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:___(_..).",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 unbound[21030]: [21030:0] info: service stopped (unbound 1.23.0).","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_[:]_:___(_..).",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 kea2unbound[26123]: Include updated: /var/unbound/leases/leases4.conf (25ee3c14bd1fcfab)","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:__:_////._()",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 kea2unbound[26123]: Include updated: /var/unbound/leases/leases4.conf (25ee3c14bd1fcfab)","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:__:_////._()",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 kea2unbound[26123]: Unbound lease include is missing or inconsistent: /var/unbound/leases/leases4.conf","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_______:_////.",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 kea2unbound[26123]: Unbound lease include is missing or inconsistent: /var/unbound/leases/leases4.conf","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:_______:_////.",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 check_reload_status[506]: Reloading filter","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:__",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 check_reload_status[506]: Reloading filter","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:__",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 check_reload_status[506]: updating dyndns wan","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:___",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 check_reload_status[506]: updating dyndns wan","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_[]:___",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 kea-dhcp4[25177]: WARN  [kea-dhcp4.dhcp4.0x29a70aa12000] DHCP4_MULTI_THREADING_INFO enabled: yes, number of threads: 1, queue size: 64","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:___[-..]__:_,___:_,__:_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 kea-dhcp4[25177]: WARN  [kea-dhcp4.dhcp4.0x29a70aa12000] DHCP4_MULTI_THREADING_INFO enabled: yes, number of threads: 1, queue size: 64","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:___[-..]__:_,___:_,__:_",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 kea-dhcp4[25177]: WARN  [kea-dhcp4.dhcp4.0x29a70aa12000] DHCP4_RESERVATIONS_LOOKUP_FIRST_ENABLED Multi-threading is enabled and host reservations lookup is always performed first.","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:___[-..]__-__________.",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
,,,,"Nov 12 07:35:37 10.0.0.1 Nov 12 12:58:41 kea-dhcp4[25177]: WARN  [kea-dhcp4.dhcp4.0x29a70aa12000] DHCP4_RESERVATIONS_LOOKUP_FIRST_ENABLED Multi-threading is enabled and host reservations lookup is always performed first.","2025-11-12T07:35:37.000-0600",,,7,12,35,november,37,wednesday,2025,local,,,"10.0.0.1",,pfsense,1,"10.0.0.1","__::_...___::_-[]:___[-..]__-__________.",,,"udp:514",pfsense,"tgmp-Ubuntu",,,,16,0,,
